Date,Id,Player1,Player2,Score1,Score2
Saturday April 9 2016,111052,ViBE,Bioice.sc2 (wrong),3,0
Saturday April 9 2016,111053,Drunkenboi,Scarlett,3,1
Saturday April 9 2016,111054,KoMa,Bails,0,3
Saturday April 9 2016,111049,Neeb,PiLiPiLi,3,0
Saturday April 9 2016,111055,MaSa,JonSnow,3,0
Saturday April 9 2016,111058,PandaBearMe,Bails,0,3
Saturday April 9 2016,111057,Hydra,Drunkenboi,3,1
Saturday April 9 2016,111057,Hydra,Drunkenboi,3,1
Saturday April 9 2016,111056,HuK,ViBE,3,1
Saturday April 9 2016,111060,Hydra,Bails,3,0
Saturday April 9 2016,111059,MaSa,HuK,1,3
Saturday April 9 2016,104620,Dark.Sc2,Stats,4,2
Saturday April 9 2016,110992,Forte,Soulkey,1,2
Saturday April 9 2016,110991,Pet,Panic-Blaze,0,2
Saturday April 9 2016,110993,Panic-Blaze,Forte,2,0
Saturday April 9 2016,110994,Pet,Soulkey,0,2
Saturday April 9 2016,110995,Forte,Soulkey,0,2
Saturday April 9 2016,111032,Elazer,Happy,2,3
Saturday April 9 2016,111031,ShoWTimE.,Vortix,3,0
Saturday April 9 2016,111020,Nerchio,MaNa,3,1
Saturday April 9 2016,111033,ShoWTimE.,Happy,3,2
Saturday April 9 2016,111034,MaNa,ShoWTimE.,2,3
Sunday April 10 2016,111061,puCK,HuK,3,2
Sunday April 10 2016,111062,PiLiPiLi,Hydra,0,3
Sunday April 10 2016,111050,Polt,Neeb,2,3
Sunday April 10 2016,111063,puCK,Hydra,3,0
Sunday April 10 2016,111064,Polt,puCK,2,3
Sunday April 10 2016,110996,GuMiho,Symbol,2,0
Sunday April 10 2016,110997,StarDust,TRUE,2,0
Sunday April 10 2016,110998,GuMiho,StarDust,2,0
Sunday April 10 2016,110999,Symbol,TRUE,2,1
Sunday April 10 2016,111000,StarDust,Symbol,1,2
Monday April 11 2016,110247,Xigua,Chick,1,2
Monday April 11 2016,110241,Jim,TooDming,2,0
Wednesday April 13 2016,112424,herO.kr,Cure,1,3
Wednesday April 13 2016,112425,Dream,TY,0,3
Thursday April 14 2016,112420,Curious,GuMiho,0,3
Thursday April 14 2016,112421,Patience,Symbol,3,1
Thursday April 14 2016,112422,aLive,Ryung,1,3
Thursday April 14 2016,112423,ByuN,Seed,3,1
Friday April 15 2016,112426,Taeja,Zest,0,3
Friday April 15 2016,112427,Losira,Dear,1,3
Friday April 15 2016,111002,Jim,TIME.sc2,2,0
Friday April 15 2016,111001,MC,TOP*,2,0
Friday April 15 2016,111003,MC,Jim,0,2
Friday April 15 2016,111004,TOP*,TIME.sc2,1,2
Friday April 15 2016,111005,MC,TIME.sc2,2,0
Sunday April 17 2016,111539,Xigua,TooDming,1,2
Monday April 18 2016,111541,iAsonu,Xigua,0,2
Wednesday April 20 2016,112428,Cure,TY,0,4
Friday April 22 2016,112429,Zest,Dear,4,0
Friday April 22 2016,112867,ShoWTimE.,TY,2,3
Friday April 22 2016,112870,DepartureSC2,uThermal,0,3
Tuesday April 26 2016,113142,Scarlett,Neeb,1,3
Tuesday April 26 2016,113150,Neeb,HuK,3,1
Tuesday April 26 2016,113154,Neeb,Drunkenboi,3,0
Tuesday April 26 2016,113156,Neeb,Bails,3,0
Wednesday April 27 2016,112872,Snute,uThermal,0,3
Wednesday April 27 2016,112874,ShoWTimE.,Solar,1,3
Sunday May 1 2016,112430,TY,Zest,2,4
Wednesday May 4 2016,112871,TY,Stats,1,3
Wednesday May 4 2016,112875,Zest,DepartureSC2,1,3
Friday May 6 2016,112878,Solar,TY,0,3
Wednesday May 11 2016,112876,Snute,Solar,1,3
Wednesday May 11 2016,112877,TY,DepartureSC2,3,0
Wednesday May 11 2016,112880,Stats,TY,4,3
Thursday May 12 2016,112873,Stats,uThermal,3,0
Saturday May 14 2016,116186,Has,Happy,3,1
Saturday May 14 2016,116194,HuK,iaguz,1,3
Saturday May 14 2016,116187,Elazer,XY - Stc2,3,2
Saturday May 14 2016,116199,Harstem,JimRising,2,3
Saturday May 14 2016,116195,viOLet,JimRising,3,0
Saturday May 14 2016,116189,FireCake,Scarlett,2,3
Sunday May 15 2016,116204,Guru,ShoWTimE.,2,3
Sunday May 15 2016,116200,Polt,uThermal,3,0
Sunday May 15 2016,116203,Neeb,Hydra,3,1
Sunday May 15 2016,116201,Has,Elazer,1,3
Sunday May 15 2016,116202,Nerchio,Scarlett,3,1
Sunday May 15 2016,116206,Bunny,MaSa,1,3
Sunday May 15 2016,116205,iaguz,viOLet,1,3
Sunday May 15 2016,116207,Cham,JimRising,3,1
Sunday May 15 2016,116208,Polt,Elazer,3,1
Sunday May 15 2016,116209,Nerchio,Neeb,3,2
Sunday May 15 2016,116210,ShoWTimE.,viOLet,3,0
Sunday May 15 2016,116211,MaSa,Cham,3,1
Monday May 16 2016,116212,Polt,Nerchio,0,3
Monday May 16 2016,116213,ShoWTimE.,MaSa,3,0
Monday May 16 2016,116214,Nerchio,ShoWTimE.,3,4
Monday May 23 2016,112879,uThermal,TY,1,3
Wednesday June 1 2016,120495,Leenock,Stats,1,3
Wednesday June 1 2016,120496,SpeeD.kr,Trust,3,2
Wednesday June 1 2016,120497,soO,HyuN,3,0
Friday June 3 2016,120500,Trap,sOs.sc2,0,3
Friday June 3 2016,120501,Rogue,Hurricane,3,1
Friday June 3 2016,120502,Stork,RagnaroK,2,3
Wednesday June 8 2016,120505,Symbol,Patience,1,3
Wednesday June 8 2016,120506,Soulkey,Ryung,0,3
Wednesday June 8 2016,120507,MyuNgSiK,Jjakji,3,1
Friday June 10 2016,120510,HerO,Pet,3,2
Friday June 10 2016,120511,Seed,Sorry,3,2
Friday June 10 2016,120512,Dark.Sc2,INnoVation,3,2
Wednesday June 15 2016,120515,aLive,Billowy,3,1
Wednesday June 15 2016,120516,DepartureSC2,Armani,3,2
Wednesday June 15 2016,120517,Classic,BrAvO,3,2
Friday June 17 2016,120520,Forte,ByuN,0,3
Friday June 17 2016,120521,DongRaeGu,GuMiho,0,3
Friday June 17 2016,120522,Journey,MC,2,3
Wednesday June 22 2016,120525,Super.SC2,Bomber,3,1
Wednesday June 22 2016,120526,Solar,Hush,3,2
Wednesday June 22 2016,120527,Reality,Maru,0,3
Wednesday July 6 2016,128374,Zest,MC,1,2
Wednesday July 6 2016,128375,GuMiho,Solar,2,1
Wednesday July 6 2016,128376,MC,GuMiho,0,2
Wednesday July 6 2016,128377,Zest,Solar,2,1
Wednesday July 6 2016,128367,SortOf,SolO.no,2,1
Wednesday July 6 2016,128366,Snute,Scythe,2,0
Wednesday July 6 2016,128368,Namshar,LilleKanin,2,1
Wednesday July 6 2016,128369,Bunny,SpaceMarine,2,1
Wednesday July 6 2016,128371,Namshar,Bunny,0,3
Wednesday July 6 2016,128370,Snute,SortOf,3,0
Wednesday July 6 2016,128373,SortOf,Namshar,3,2
Wednesday July 6 2016,128372,Snute,Bunny,3,4
Friday July 8 2016,128379,Cure,Stats,0,2
Friday July 8 2016,128380,HerO,MyuNgSiK,0,2
Friday July 8 2016,128381,Stats,MyuNgSiK,0,2
Friday July 8 2016,128382,Cure,HerO,2,0
Wednesday July 13 2016,128384,Losira,ByuN,2,0
Wednesday July 13 2016,128385,Classic,Seed,2,0
Thursday July 14 2016,129437,Dark.Sc2,Trust,2,0
Thursday July 14 2016,129438,aLive,Zest,0,2
Thursday July 14 2016,129439,Dark.Sc2,Zest,2,1
Thursday July 14 2016,129440,Trust,aLive,2,1
Thursday July 14 2016,129441,Zest,Trust,2,1
Friday July 15 2016,128389,Taeja,RagnaroK,0,2
Friday July 15 2016,129676,Rail,TLO,1,3
Friday July 15 2016,128390,Maru,soO,2,1
Friday July 15 2016,129677,SpeCial.Sc2,SortOf,2,3
Friday July 15 2016,128391,RagnaroK,Maru,0,2
Friday July 15 2016,128392,Taeja,soO,2,1
Friday July 15 2016,129678,Nerchio,PtitDrogo,3,1
Friday July 15 2016,128393,RagnaroK,Taeja,1,2
Friday July 15 2016,129679,ShoWTimE.,Elazer,3,2
Friday July 15 2016,129680,Vortix,Reynor,2,3
Friday July 15 2016,129681,Lilbow.Sc2,Snute,0,3
Friday July 15 2016,129682,Hydra,Neeb,0,3
Friday July 15 2016,129683,Stephano,MarineLorD,0,3
Saturday July 16 2016,129684,TLO,SortOf,1,3
Saturday July 16 2016,129685,Nerchio,ShoWTimE.,3,2
Saturday July 16 2016,129686,Reynor,Snute,0,3
Saturday July 16 2016,129687,Neeb,MarineLorD,0,3
Saturday July 16 2016,129688,SortOf,Nerchio,1,3
Saturday July 16 2016,129689,Snute,MarineLorD,0,3
Saturday July 16 2016,129690,Nerchio,MarineLorD,4,0
Wednesday July 20 2016,128394,TY,Impact,2,0
Wednesday July 20 2016,128395,Super.SC2,sOs.sc2,1,2
Thursday July 21 2016,129442,Stats,Bomber,2,1
Friday July 22 2016,128399,Dream,Ryung,2,0
Friday July 22 2016,128400,aLive,Rogue,1,2
Friday July 22 2016,128401,Dream,Ryung,0,2
Friday July 22 2016,128402,Ryung,aLive,2,0
Wednesday July 27 2016,128404,herO.kr,Hurricane,2,0
Wednesday July 27 2016,128405,DepartureSC2,Dark.Sc2,0,2
Wednesday July 27 2016,128406,herO.kr,Dark.Sc2,2,0
Wednesday July 27 2016,128407,Hurricane,DepartureSC2,2,1
Thursday July 28 2016,134607,PtitDrogo,MaSa,1,3
Thursday July 28 2016,134606,ShoWTimE.,iAsonu,3,1
Thursday July 28 2016,134608,Neeb,TooDming,3,0
Thursday July 28 2016,134609,Hydra,EnDerr,3,0
Thursday July 28 2016,129447,Solar,Super.SC2,2,1
Thursday July 28 2016,129448,ByuN,Classic,2,1
Thursday July 28 2016,129449,Solar,ByuN,2,1
Thursday July 28 2016,129450,Super.SC2,Classic,1,2
Thursday July 28 2016,129451,ByuN,Classic,1,2
Friday July 29 2016,134610,Snute,uThermal,0,3
Friday July 29 2016,134611,Elazer,puCK,3,1
Friday July 29 2016,134612,viOLet,Has,3,1
Friday July 29 2016,134613,Nerchio,Cyan,3,1
Friday July 29 2016,134614,ShoWTimE.,MaSa,3,2
Friday July 29 2016,128409,Dear,Patience,2,0
Friday July 29 2016,128410,ByuL,SpeeD.kr,2,0
Friday July 29 2016,128411,Dear,ByuL,0,2
Saturday July 30 2016,134615,Neeb,Hydra,3,0
Saturday July 30 2016,134616,uThermal,Elazer,3,1
Saturday July 30 2016,134617,viOLet,Nerchio,3,2
Saturday July 30 2016,134618,ShoWTimE.,Neeb,0,3
Saturday July 30 2016,134619,uThermal,viOLet,3,2
Sunday July 31 2016,134620,Neeb,uThermal,2,4
Thursday August 4 2016,129452,Patience,Cure,2,1
Thursday August 4 2016,129453,Reality,TY,0,2
Thursday August 4 2016,129454,Patience,TY,2,1
Thursday August 4 2016,129455,Cure,Reality,0,2
Thursday August 4 2016,129456,TY,Reality,2,0
Wednesday August 10 2016,135804,Zest,Ryung,1,2
Wednesday August 10 2016,135805,Taeja,herO.kr,0,2
Friday August 12 2016,135815,Hydra,Welmu,2,3
Friday August 12 2016,135816,Has,MaNa,2,3
Friday August 12 2016,135809,ShoWTimE.,HeRoMaRinE,2,3
Friday August 12 2016,135824,uThermal,Serral,3,1
Friday August 12 2016,135810,Cham,MarineLorD,1,3
Friday August 12 2016,135814,Harstem,iaguz,3,2
Friday August 12 2016,135818,SortOf,TooDming,1,3
Friday August 12 2016,135812,MaSa,SpeCial.Sc2,0,3
Friday August 12 2016,135821,Nerchio,Semper,3,1
Friday August 12 2016,135813,Snute,TRUE,0,3
Saturday August 13 2016,135817,Polt,ShadoWn,3,1
Saturday August 13 2016,135811,viOLet,Kelazhur,1,3
Saturday August 13 2016,135819,Elazer,iAsonu,3,2
Saturday August 13 2016,135820,PtitDrogo,Bunny,3,1
Saturday August 13 2016,135822,puCK,Scarlett,0,3
Saturday August 13 2016,135823,Neeb,PiLiPiLi,3,0
Saturday August 13 2016,135829,Polt,TooDming,3,0
Saturday August 13 2016,135826,viOLet,SpeCial.Sc2,1,3
Saturday August 13 2016,135830,Elazer,PtitDrogo,2,3
Saturday August 13 2016,135825,HeRoMaRinE,MarineLorD,3,2
Saturday August 13 2016,135831,Nerchio,Scarlett,2,3
Saturday August 13 2016,135827,TRUE,Harstem,3,0
Saturday August 13 2016,135828,Welmu,MaNa,3,0
Saturday August 13 2016,135832,Neeb,uThermal,3,1
Saturday August 13 2016,135833,HeRoMaRinE,SpeCial.Sc2,3,1
Sunday August 14 2016,135834,TRUE,Welmu,3,0
Sunday August 14 2016,135835,Polt,PtitDrogo,3,2
Sunday August 14 2016,135837,HeRoMaRinE,TRUE,1,3
Sunday August 14 2016,135838,Polt,Neeb,3,1
Sunday August 14 2016,135839,TRUE,Polt,4,1
Wednesday August 17 2016,137352,Dear,ByuL,2,0
Wednesday August 17 2016,137353,MyuNgSiK,Maru,2,1
Wednesday August 17 2016,137354,Dear,MyuNgSiK,0,2
Wednesday August 17 2016,137355,ByuL,Maru,0,2
Wednesday August 17 2016,137356,Dear,Maru,2,0
Friday August 19 2016,137357,TY,Rogue,2,0
Friday August 19 2016,137358,GuMiho,Classic,2,1
Friday August 19 2016,137359,TY,GuMiho,2,1
Friday August 19 2016,137360,Rogue,Classic,0,2
Friday August 19 2016,137361,GuMiho,Classic,2,1
Wednesday August 24 2016,138137,herO.kr,sOs.sc2,0,3
Wednesday August 24 2016,138138,MyuNgSiK,GuMiho,3,2
Friday August 26 2016,142103,AEGYWYNN,STATIC.sc2,2,0
Friday August 26 2016,142104,STEPHANO.sc2,STATIC.sc2,2,0
Friday August 26 2016,142105,ELGOLDEN,AEGYWYNN,0,2
Friday August 26 2016,142106,STEPHANO.sc2,AEGYWYNN,2,0
Friday August 26 2016,142107,STATIC.sc2,ELGOLDEN,2,0
Friday August 26 2016,142102,STEPHANO.sc2,ELGOLDEN,2,0
Friday August 26 2016,138139,Ryung,ByuN,2,3
Friday August 26 2016,138140,Dear,TY,3,2
Saturday August 27 2016,142123,DRAGER,AEGYWYNN,3,1
Saturday August 27 2016,142125,AEGYWYNN,Zerghamdi,1,3
Wednesday August 31 2016,138141,sOs.sc2,MyuNgSiK,4,1
Saturday September 10 2016,138143,sOs.sc2,ByuN,1,4
Sunday September 11 2016,139323,Dark.Sc2,Solar,3,4
Sunday September 25 2016,140354,ByuN,Dark.Sc2,2,3
Sunday September 25 2016,140355,Solar,sOs.sc2,3,1
Sunday September 25 2016,140356,Dark.Sc2,Solar,3,2
Tuesday September 27 2016,142812,Zest,ByuN,2,1
Tuesday September 27 2016,142813,Neeb,Rogue,2,0
Tuesday September 27 2016,142814,Zest,Neeb,0,2
Tuesday September 27 2016,142815,ByuN,Rogue,2,0
Tuesday September 27 2016,142816,Zest,ByuN,2,0
Wednesday September 28 2016,142817,herO.kr,Pet,1,2
Wednesday September 28 2016,142818,TRUE,TY,0,2
Wednesday September 28 2016,142819,Pet,TY,0,2
Wednesday September 28 2016,142820,herO.kr,TRUE,0,2
Wednesday September 28 2016,142821,Pet,TRUE,2,1
Thursday September 29 2016,142822,Stats,Solar,2,1
Thursday September 29 2016,142823,MarineLorD,Trap,0,2
Thursday September 29 2016,142824,Stats,Trap,2,0
Thursday September 29 2016,142825,Solar,MarineLorD,2,0
Thursday September 29 2016,142826,Trap,Solar,2,0
Friday September 30 2016,142827,Maru,Patience,1,2
Friday September 30 2016,142828,Nerchio,Classic,2,0
Friday September 30 2016,142829,Patience,Nerchio,2,0
Friday September 30 2016,142830,Maru,Classic,2,1
Friday September 30 2016,142831,Nerchio,Maru,1,2
Thursday October 6 2016,143582,Dayshi.sc2,Harstem,1,2
Thursday October 6 2016,143590,IBIMarine,ShoWTimE.,0,2
Thursday October 6 2016,143583,IBIMarine,Beastyqt,0,2
Thursday October 6 2016,143588,Harstem,Beastyqt,1,2
Thursday October 6 2016,143589,IBIMarine,Dayshi.sc2,0,2
Thursday October 6 2016,143583,IBIMarine,Beastyqt,0,2
Thursday October 6 2016,143584,ShoWTimE.,Harstem,2,1
Thursday October 6 2016,143585,Beastyqt,Dayshi.sc2,2,0
Thursday October 6 2016,143581,ShoWTimE.,Beastyqt,1,2
Thursday October 6 2016,143586,IBIMarine,Harstem,0,2
Thursday October 6 2016,143595,Namshar,GungFuBanda,2,1
Thursday October 6 2016,143596,Serral,Bly,2,1
Thursday October 6 2016,143597,Revolver,GungFuBanda,0,2
Thursday October 6 2016,143593,Serral,Namshar,1,2
Thursday October 6 2016,143599,Serral,GungFuBanda,2,0
Thursday October 6 2016,143591,Revolver,Namshar,0,2
Thursday October 6 2016,143598,Bly,Namshar,1,2
Thursday October 6 2016,143594,Revolver,Bly,0,2
Thursday October 6 2016,143592,GungFuBanda,Bly,0,2
Thursday October 6 2016,143600,Serral,Revolver,2,0
Friday October 7 2016,143697,TomikuS,Snute,0,2
Friday October 7 2016,143699,Snute,DeMuslim,1,2
Friday October 7 2016,143700,TomikuS,Nerchio,1,2
Friday October 7 2016,143698,MarineLorD,Nerchio,0,2
Friday October 7 2016,143693,Nerchio,Snute,1,2
Friday October 7 2016,143692,MarineLorD,DeMuslim,2,1
Friday October 7 2016,143695,MarineLorD,Snute,2,0
Friday October 7 2016,143696,DeMuslim,Nerchio,0,2
Friday October 7 2016,143701,TomikuS,MarineLorD,0,2
Friday October 7 2016,143694,TomikuS,DeMuslim,0,2
Friday October 7 2016,143703,Strange,Kas,0,2
Friday October 7 2016,143704,LilleKanin,NightenD,1,2
Friday October 7 2016,143705,Elazer,Kas,2,0
Friday October 7 2016,143706,NightenD,Strange,1,2
Friday October 7 2016,143707,LilleKanin,Kas,0,2
Friday October 7 2016,143708,Elazer,Strange,2,0
Friday October 7 2016,143702,Elazer,NightenD,2,0
Friday October 7 2016,143710,LilleKanin,Strange,2,0
Friday October 7 2016,143709,Kas,NightenD,0,2
Friday October 7 2016,143711,LilleKanin,Elazer,1,2
Saturday October 8 2016,144286,Nerchio,Harstem,3,0
Saturday October 8 2016,144287,Namshar,DeMuslim,3,1
Saturday October 8 2016,144278,MarineLorD,Kas,3,0
Saturday October 8 2016,144285,Beastyqt,MarineLorD,3,1
Saturday October 8 2016,144284,ShoWTimE.,Bly,3,0
Saturday October 8 2016,144288,Elazer,ShoWTimE.,3,0
Sunday October 9 2016,144289,Beastyqt,Nerchio,1,3
Sunday October 9 2016,144290,Namshar,Elazer,1,3
Sunday October 9 2016,144292,Beastyqt,Namshar,3,2
Sunday October 9 2016,144291,Nerchio,Elazer,4,1
Tuesday October 11 2016,144873,Chick,puCK,2,0
Tuesday October 11 2016,144874,SilkySC2,Stork,2,0
Tuesday October 11 2016,144875,SilkySC2,Chick,1,2
Tuesday October 11 2016,144876,Stork,puCK,2,0
Tuesday October 11 2016,144877,SilkySC2,Stork,1,2
Wednesday October 12 2016,144878,Ein.,iaguz,2,0
Wednesday October 12 2016,144879,TooDming,Polt,2,1
Wednesday October 12 2016,144880,Ein.,TooDming,1,2
Wednesday October 12 2016,144881,iaguz,Polt,2,0
Wednesday October 12 2016,144882,Ein.,iaguz,2,0
Thursday October 13 2016,144883,Cyan,MaSa,2,0
Thursday October 13 2016,144884,iAsonu,Neeb,0,2
Thursday October 13 2016,144885,Cyan,Neeb,0,2
Thursday October 13 2016,144886,MaSa,iAsonu,0,2
Thursday October 13 2016,144887,Cyan,iAsonu,2,0
Friday October 14 2016,144888,TIME.sc2,TRUE,2,1
Friday October 14 2016,144889,Punk,Hydra,2,1
Friday October 14 2016,144890,TIME.sc2,Punk,0,2
Friday October 14 2016,144891,TRUE,Hydra,2,0
Friday October 14 2016,144892,TRUE,TIME.sc2,2,1
Monday October 17 2016,145434,Chick,Ein.,2,3
Monday October 17 2016,145435,Neeb,TRUE,2,3
Monday October 17 2016,145441,Neeb,Chick,0,3
Tuesday October 18 2016,145436,TooDming,Stork,3,1
Tuesday October 18 2016,145437,Punk,Cyan,3,0
Wednesday October 19 2016,145438,Ein.,TRUE,2,3
Wednesday October 19 2016,145439,TooDming,Punk,3,0
Thursday October 20 2016,145442,Stork,Cyan,3,0
Friday October 21 2016,145443,Punk,Chick,3,1
Friday October 21 2016,145444,Ein.,Stork,1,3
Friday October 21 2016,146055,NoRegreT,Neeb,1,2
Friday October 21 2016,146054,Cham,DominiC,2,0
Friday October 21 2016,146053,eGGz,Kelazhur,0,2
Friday October 21 2016,146048,Neeb,Cham,2,1
Friday October 21 2016,146049,DominiC,Kelazhur,0,2
Friday October 21 2016,146047,eGGz,NoRegreT,1,2
Friday October 21 2016,146086,Ryu.sc2,SpeCial.Sc2,0,2
Friday October 21 2016,146087,EGG.,Erik,0,2
Friday October 21 2016,146091,Scarlett,Erik,2,0
Friday October 21 2016,146092,Ryu.sc2,EGG.,2,1
Saturday October 22 2016,146094,Scarlett,EGG.,2,0
Saturday October 22 2016,146093,Erik,SpeCial.Sc2,0,2
Saturday October 22 2016,145440,TRUE,TooDming,2,3
Saturday October 22 2016,145445,Punk,Stork,3,2
Saturday October 22 2016,146042,Kelazhur,Neeb,0,2
Saturday October 22 2016,146043,Cham,NoRegreT,2,0
Saturday October 22 2016,146041,eGGz,DominiC,2,1
Saturday October 22 2016,146052,Neeb,DominiC,2,0
Saturday October 22 2016,146051,NoRegreT,Kelazhur,1,2
Saturday October 22 2016,146044,eGGz,Neeb,0,2
Saturday October 22 2016,146045,DominiC,NoRegreT,1,2
Saturday October 22 2016,146050,eGGz,Cham,0,2
Saturday October 22 2016,146046,Kelazhur,Cham,2,1
Saturday October 22 2016,146095,Scarlett,Ryu.sc2,2,0
Saturday October 22 2016,146088,Scarlett,SpeCial.Sc2,0,2
Saturday October 22 2016,146090,SpeCial.Sc2,EGG.,2,0
Saturday October 22 2016,146089,Ryu.sc2,Erik,1,2
Sunday October 23 2016,145446,TRUE,Punk,3,0
Sunday October 23 2016,145447,TooDming,TRUE,0,4
Sunday October 23 2016,146201,Scarlett,Cham,3,1
Sunday October 23 2016,146203,Kelazhur,Erik,3,0
Sunday October 23 2016,146205,SpeCial.Sc2,Kelazhur,3,1
Sunday October 23 2016,146204,Neeb,Scarlett,1,3
Sunday October 23 2016,146206,Scarlett,SpeCial.Sc2,4,3
Sunday October 23 2016,146207,Neeb,Kelazhur,3,2
Thursday October 27 2016,146661,Dark.Sc2,PtitDrogo,2,0
Thursday October 27 2016,146662,Stats,Snute,2,1
Thursday October 27 2016,146667,Neeb,Patience,2,1
Thursday October 27 2016,146668,Zest,TRUE,2,1
Thursday October 27 2016,146664,PtitDrogo,Snute,2,1
Thursday October 27 2016,146670,Patience,TRUE,2,0
Friday October 28 2016,146673,ShoWTimE.,Dear,2,0
Friday October 28 2016,146674,ByuN,viOLet,2,0
Friday October 28 2016,146680,TY,Nerchio,2,1
Friday October 28 2016,146679,Solar,Elazer,1,2
Friday October 28 2016,146676,Dear,viOLet,2,1
Friday October 28 2016,146682,Solar,Nerchio,1,2
Saturday October 29 2016,146663,Dark.Sc2,Stats,2,1
Saturday October 29 2016,146669,Neeb,Zest,1,2
Saturday October 29 2016,146675,ShoWTimE.,ByuN,2,0
Saturday October 29 2016,146681,Elazer,TY,0,2
Sunday October 30 2016,146665,Stats,PtitDrogo,2,0
Sunday October 30 2016,146671,Neeb,Patience,2,1
Sunday October 30 2016,146677,ByuN,Dear,2,0
Sunday October 30 2016,146683,Elazer,Nerchio,2,0
Wednesday November 2 2016,147040,HerO,soO,0,3
Thursday November 3 2016,147035,GuMiho,Losira,2,0
Thursday November 3 2016,147034,Ryung,HerO,0,2
Thursday November 3 2016,147036,soO,Super.SC2,2,1
Thursday November 3 2016,147037,Leenock,Creator,0,2
Thursday November 3 2016,147039,soO,Creator,2,1
Thursday November 3 2016,147038,HerO,GuMiho,2,1
Friday November 4 2016,146893,ShoWTimE.,Elazer,1,3
Friday November 4 2016,146894,Dark.Sc2,Neeb,3,0
Friday November 4 2016,146895,TY,ByuN,1,3
Saturday November 5 2016,146896,Zest,Stats,2,3
Saturday November 5 2016,146897,Elazer,Dark.Sc2,0,3
Saturday November 5 2016,146898,ByuN,Stats,3,1
Sunday November 6 2016,146899,Dark.Sc2,ByuN,2,4
Thursday November 17 2016,147690,Rogue,Zanster,3,1
Thursday November 17 2016,147691,Harstem,aLive,1,3
Thursday November 17 2016,147695,TY,HateMe,3,1
Thursday November 17 2016,147696,Socke,Namshar,0,3
Thursday November 17 2016,147692,Rogue,aLive,0,3
Thursday November 17 2016,147697,TY,Namshar,3,2
Thursday November 17 2016,147693,Zanster,Harstem,0,3
Thursday November 17 2016,147698,HateMe,Socke,3,2
Thursday November 17 2016,147694,Rogue,Harstem,3,1
Thursday November 17 2016,147699,Namshar,HateMe,3,1
Thursday November 17 2016,147700,Stats,PandaBearMe,3,0
Thursday November 17 2016,147701,uThermal,Scarlett,1,3
Thursday November 17 2016,147705,Patience,Kelazhur,3,1
Thursday November 17 2016,147706,PtitDrogo,Lambo,3,0
Thursday November 17 2016,147702,Stats,Scarlett,3,1
Thursday November 17 2016,147707,PtitDrogo,Patience,3,2
Thursday November 17 2016,147703,uThermal,PandaBearMe,3,0
Thursday November 17 2016,147708,Kelazhur,Lambo,3,0
Friday November 18 2016,147704,uThermal,Scarlett,3,0
Friday November 18 2016,147709,Patience,Kelazhur,3,0
Friday November 18 2016,147783,Neeb,Stephano,3,1
Friday November 18 2016,147784,Snute,HeRoMaRinE,3,0
Friday November 18 2016,147788,Solar,DeMuslim,3,0
Friday November 18 2016,147789,SortOf,MaNa,3,0
Friday November 18 2016,147785,Snute,Neeb,3,0
Friday November 18 2016,147790,Solar,SortOf,3,0
Friday November 18 2016,147791,DeMuslim,MaNa,3,1
Friday November 18 2016,147786,HeRoMaRinE,Stephano,2,3
Friday November 18 2016,147787,Neeb,Stephano,3,1
Friday November 18 2016,147792,SortOf,DeMuslim,3,0
Friday November 18 2016,147793,sOs.sc2,Bly,3,0
Friday November 18 2016,147794,MarineLorD,TLO,2,3
Friday November 18 2016,147798,Zest,Dayshi.sc2,3,0
Friday November 18 2016,147799,Elazer,DnS,3,0
Friday November 18 2016,147800,Zest,Elazer,3,2
Friday November 18 2016,147801,Dayshi.sc2,DnS,3,1
Friday November 18 2016,147795,sOs.sc2,TLO,3,0
Friday November 18 2016,147802,Elazer,Dayshi.sc2,3,2
Friday November 18 2016,147796,Bly,MarineLorD,0,3
Saturday November 19 2016,147797,TLO,MarineLorD,2,3
Saturday November 19 2016,147948,PtitDrogo,Neeb,3,1
Saturday November 19 2016,147949,aLive,SortOf,3,0
Saturday November 19 2016,147950,PtitDrogo,aLive,1,3
Saturday November 19 2016,147953,MarineLorD,Snute,1,3
Saturday November 19 2016,147954,Solar,Rogue,3,1
Saturday November 19 2016,147951,Neeb,SortOf,2,3
Saturday November 19 2016,147955,Snute,Solar,0,3
Saturday November 19 2016,147952,PtitDrogo,SortOf,1,3
Saturday November 19 2016,147956,MarineLorD,Rogue,0,3
Saturday November 19 2016,147963,Patience,TY,3,1
Saturday November 19 2016,147957,Snute,Rogue,1,3
Saturday November 19 2016,147958,Stats,Namshar,3,0
Saturday November 19 2016,147959,sOs.sc2,Elazer,3,1
Saturday November 19 2016,147964,Zest,uThermal,3,2
Saturday November 19 2016,147960,sOs.sc2,Stats,3,1
Saturday November 19 2016,147965,Patience,Zest,3,2
Saturday November 19 2016,147961,Namshar,Elazer,3,2
Saturday November 19 2016,147966,TY,uThermal,3,0
Saturday November 19 2016,147962,Stats,Namshar,3,0
Saturday November 19 2016,147967,Zest,TY,3,2
Sunday November 20 2016,148052,aLive,Zest,2,3
Sunday November 20 2016,148053,sOs.sc2,Rogue,1,3
Sunday November 20 2016,148054,Solar,Stats,1,3
Sunday November 20 2016,148055,Patience,SortOf,3,2
Sunday November 20 2016,148056,Zest,Rogue,3,1
